file,method,cyclomatic,halstead_volume,halstead_difficulty,halstead_effort,operators_distinct,operands_distinct,operators_total,operands_total
E2E.Tests\DatabaseFixture.cs,DatabaseFixture.Dispose,1,283.6339404013986,11.625,3297.244557166259,12,16,28,31
E2E.Tests\E2ETests.cs,RealE2ETests.RealE2ETests,1,133.97977094150824,2.5,334.9494273537706,4,16,11,20
E2E.Tests\E2ETests.cs,RealE2ETests.InitializeAsync,3,292.36913196586306,9.454545454545455,2764.2172476772507,13,22,25,32
E2E.Tests\E2ETests.cs,RealE2ETests.DisposeAsync,1,34.86917501586544,2.4,83.68602003807705,4,5,5,6
E2E.Tests\E2ETests.cs,RealE2ETests.Admin_Login_Should_Work,3,434.5769266126538,8.75,3802.5481078607204,14,36,32,45
E2E.Tests\E2ETests.cs,RealE2ETests.Browse_Products_Should_Work,2,307.35774857210805,5.379310344827586,1653.3727164568572,8,29,20,39
E2E.Tests\E2ETests.cs,RealE2ETests.Add_To_Cart_Should_Work,2,468.44006375130215,8.210526315789474,3846.1394708001653,12,38,31,52
E2E.Tests\E2ETests.cs,RealE2ETests.Complete_Purchase_Flow_Should_Work,2,521.8631314613775,8.615384615384615,4496.05159412879,12,39,36,56
E2E.Tests\E2ETests.cs,RealE2ETests.Batch_Upload_Should_Work,2,403.22002279216196,6.527777777777778,2632.1307043377237,10,36,26,47
E2E.Tests\E2ETests.cs,RealE2ETests.Access_Control_Should_Work,3,272.89223069906643,5.892857142857143,1608.114930905213,10,28,19,33
E2E.Tests\E2ETests.cs,RealE2ETests.Different_User_Roles_Should_Have_Different_Access,4,516.1907061194061,10.027027027027028,5175.858161359451,14,37,38,53
E2E.Tests\E2ETests.cs,RealE2ETests.LoginAsAdmin,1,169.64361252668277,5.699999999999999,966.9685914020916,9,15,18,19
E2E.Tests\E2ETests.cs,RealE2ETests.StoreCookies,3,116.69205856195879,4.576923076923077,534.0905757258882,7,13,10,17
E2E.Tests\E2ETests.cs,RealE2ETests.GetAvailableProductIdFromTestDb,2,250,11.029411764705884,2757.352941176471,15,17,25,25
E2E.Tests\E2ETests.cs,RealE2ETests.GenerateTestBatchContent,3,439.5274451308699,13.730769230769232,6035.049919681561,17,26,39,42
E2E.Tests\E2ETests.cs,RealE2ETests.CheckSellerUserExists,2,247.70981551934375,10.294117647058824,2549.9539832873625,14,17,25,25
E2E.Tests\SimpleE2ETests.cs,SimpleE2ETests.SimpleE2ETests,1,38.039100017307746,1.2857142857142858,48.90741430796711,2,7,3,9
E2E.Tests\SimpleE2ETests.cs,SimpleE2ETests.Application_Should_Respond_To_Health_Check,3,439.5274451308699,9.29032258064516,4083.3517483125975,12,31,33,48
E2E.Tests\SimpleE2ETests.cs,SimpleE2ETests.Login_Flow_Should_Work,3,564.343532095968,12.444444444444445,7022.941732749825,16,36,43,56
E2E.Tests\SimpleE2ETests.cs,SimpleE2ETests.Admin_Pages_Should_Require_Authentication,5,558.643092377827,13.11111111111111,7324.431655620398,16,36,39,59
E2E.Tests\SimpleE2ETests.cs,SimpleE2ETests.Application_Should_Connect_To_Test_Database,2,425.8356662537092,10.5,4471.274495663946,14,30,33,45
Forecast\ForecastServiceAdapter.cs,ForecastServiceAdapter.ForecastServiceAdapter,1,46.50699332842307,3.5,162.77447664948076,5,5,7,7
Forecast\ForecastServiceAdapter.cs,ForecastServiceAdapter.ForecastServiceAdapter,1,83.76180828526729,2.0454545454545454,171.3309714925922,3,11,7,15
Forecast\ForecastServiceAdapter.cs,ForecastServiceAdapter.Create,2,449.9216969858887,7.885714285714286,3547.9539533744364,12,35,35,46
Forecast\ForecastServiceAdapter.cs,ForecastServiceAdapter.ParseForecastData,7,1048.1073958975892,22.51063829787234,23593.56648637552,23,47,79,92
Forecast\ForecastServiceAdapter.cs,ProcessRunner.RunProcess,1,358.2030134794219,7.818181818181818,2800.496287202753,8,22,30,43
Forecast\ForecastServiceAdapter.cs,JsonParser.ParseJson,1,31.69925001442312,2.4,76.07820003461549,4,5,4,6
Integration.Tests\DatabaseFixture.cs,DatabaseFixture.DatabaseFixture,3,872.9853167422236,14.083333333333332,12294.543210786314,13,42,60,91
Integration.Tests\DatabaseFixture.cs,DatabaseFixture.Dispose,1,283.6339404013986,11.625,3297.244557166259,12,16,28,31
Integration.Tests\IntegrationTestsScenarios.cs,ProductServiceTest.ProductServiceTest,1,325,4.615384615384616,1500.0000000000002,6,26,25,40
Integration.Tests\IntegrationTestsScenarios.cs,ProductServiceTest.Dispose,1,72.64806399138324,5.4,392.2995455534695,6,5,12,9
